airline,source,destination,route,duration,total_stops,price,year,month,day,day_name,holiday,season,dep_hour,dep_minute,dep_time,arrival_hour,arrival_minute,arrival_time
SpiceJet,Delhi,Cochin,DEL → PNQ → COK,270,1,5264,2019,6,6,Thursday,0,Rainy,8,45,Morning,13,15,Afternoon
Vistara,Delhi,Cochin,DEL → COK,190,0,8001,2019,3,3,Sunday,1,Summer,6,0,Early Morning,9,10,Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1640,1,10844,2019,5,24,Friday,0,Summer,16,30,Evening,19,50,Evening
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,755,1,6601,2019,3,27,Wednesday,0,Summer,9,45,Morning,22,20,Night
Air India,Delhi,Cochin,DEL → BOM → COK,1455,1,6587,2019,3,21,Thursday,0,Summer,19,0,Evening,19,15,Evening
SpiceJet,Mumbai,Hyderabad,BOM → HYD,80,0,3173,2019,3,21,Thursday,0,Summer,13,10,Afternoon,14,30,Afternoon
Air India,Banglore,Delhi,BLR → DEL,165,0,5228,2019,9,5,Thursday,0,Rainy,10,0,Morning,12,45,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,5769,2019,6,21,Friday,0,Rainy,7,10,Early Morning,10,10,Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,660,1,14714,2019,6,6,Thursday,0,Rainy,8,0,Morning,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,810,2,13014,2019,3,6,Wednesday,0,Summer,5,30,Early Morning,19,0,Evening
GoAir,Banglore,Delhi,BLR → DEL,175,0,6722,2019,3,3,Sunday,1,Summer,20,55,Night,23,50,Night
IndiGo,Kolkata,Banglore,CCU → BLR,165,0,4462,2019,3,18,Monday,0,Summer,9,35,Morning,12,20,Afternoon
IndiGo,Delhi,Cochin,DEL → HYD → COK,675,1,6171,2019,9,3,Tuesday,0,Rainy,4,55,Early Morning,16,10,Evening
Air India,Kolkata,Banglore,CCU → IXR → DEL → BLR,875,2,12303,2019,5,21,Tuesday,0,Summer,5,50,Early Morning,20,25,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,835,1,7695,2019,3,21,Thursday,0,Summer,11,40,Morning,1,35,Late Night
IndiGo,Delhi,Cochin,DEL → BOM → COK,845,1,5684,2019,6,24,Monday,0,Rainy,11,25,Morning,1,30,Late Night
Air India,Chennai,Kolkata,MAA → CCU,135,0,19630,2019,1,3,Thursday,0,Winter,11,40,Morning,13,55,Afternoon
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,6513,2019,12,6,Friday,0,Winter,7,10,Early Morning,16,10,Evening
Air India,Delhi,Cochin,DEL → BOM → COK,735,1,9929,2019,1,6,Sunday,1,Winter,7,0,Early Morning,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → IXU → BOM → COK,460,2,18275,2019,6,6,Thursday,0,Rainy,17,50,Evening,1,30,Late Night
IndiGo,Mumbai,Hyderabad,BOM → HYD,85,0,2754,2019,3,15,Friday,0,Summer,21,20,Night,22,45,Night
Air India,Mumbai,Hyderabad,BOM → HYD,80,0,2575,2019,3,27,Wednesday,0,Summer,6,20,Early Morning,7,40,Early Morning
SpiceJet,Kolkata,Banglore,CCU → IXB → BLR,330,1,8224,2019,12,6,Friday,0,Winter,15,55,Afternoon,21,25,Night
IndiGo,Delhi,Cochin,DEL → COK,195,0,5000,2019,6,24,Monday,0,Rainy,5,35,Early Morning,8,50,Morning
Air India,Delhi,Cochin,DEL → MAA → COK,1640,1,14042,2019,3,3,Sunday,1,Summer,6,5,Early Morning,9,25,Morning
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,4030,2019,5,24,Friday,0,Summer,11,10,Morning,14,5,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1025,1,10844,2019,6,6,Thursday,0,Rainy,18,55,Evening,12,0,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,480,1,7308,2019,5,27,Monday,0,Summer,17,30,Evening,1,30,Late Night
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4823,2019,12,5,Thursday,0,Winter,16,55,Evening,19,55,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1655,1,10262,2019,6,24,Monday,0,Rainy,9,0,Morning,12,35,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,450,1,12898,2019,5,27,Monday,0,Summer,20,55,Night,4,25,Early Morning
IndiGo,Delhi,Cochin,DEL → BOM → COK,515,1,14871,2019,3,3,Sunday,1,Summer,4,45,Early Morning,13,20,Afternoon
Air India,Delhi,Cochin,DEL → UDR → BOM → COK,1795,2,8708,2019,3,21,Thursday,0,Summer,13,20,Afternoon,19,15,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1335,1,10844,2019,6,6,Thursday,0,Rainy,20,0,Night,18,15,Evening
SpiceJet,Mumbai,Hyderabad,BOM → HYD,80,0,4129,2019,6,3,Monday,0,Rainy,5,45,Early Morning,7,5,Early Morning
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,4804,2019,5,18,Saturday,1,Summer,21,25,Night,0,5,Late Night
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,6,5,Wednesday,0,Rainy,8,20,Morning,11,20,Morning
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,730,1,7832,2019,3,21,Thursday,0,Summer,7,0,Early Morning,19,10,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,155,0,3859,2019,3,18,Monday,0,Summer,9,30,Morning,12,5,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,9001,2019,6,6,Thursday,0,Rainy,7,30,Early Morning,19,15,Evening
Vistara,Banglore,Delhi,BLR → DEL,155,0,4878,2019,9,5,Thursday,0,Rainy,17,0,Evening,19,35,Evening
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2754,2019,3,5,Tuesday,0,Summer,2,35,Late Night,4,5,Early Morning
Vistara,Banglore,Delhi,BLR → DEL,160,0,4668,2019,6,27,Thursday,0,Rainy,7,0,Early Morning,9,40,Morning
Air Asia,Kolkata,Banglore,CCU → BLR,155,0,5216,2019,12,5,Thursday,0,Winter,10,20,Morning,12,55,Afternoon
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1375,2,10368,2019,6,6,Thursday,0,Rainy,5,30,Early Morning,4,25,Early Morning
IndiGo,Delhi,Cochin,DEL → HYD → MAA → COK,880,2,8146,2019,9,3,Tuesday,0,Rainy,6,40,Early Morning,21,20,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,925,1,12242,2019,3,27,Wednesday,0,Summer,13,0,Afternoon,4,25,Early Morning
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,435,1,9134,2019,3,15,Friday,0,Summer,8,0,Morning,15,15,Afternoon
Air India,Delhi,Cochin,DEL → HYD → MAA → COK,1210,2,10939,2019,6,6,Thursday,0,Rainy,13,15,Afternoon,9,25,Morning
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1245,2,11753,2019,6,6,Thursday,0,Rainy,10,55,Morning,7,40,Early Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,4174,2019,4,24,Wednesday,0,Summer,17,10,Evening,19,40,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1430,1,10844,2019,5,21,Tuesday,0,Summer,20,0,Night,19,50,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,330,1,9899,2019,12,6,Friday,0,Winter,6,30,Early Morning,12,0,Afternoon
IndiGo,Delhi,Cochin,DEL → BOM → COK,710,1,14871,2019,3,3,Sunday,1,Summer,9,10,Morning,21,0,Night
IndiGo,Chennai,Kolkata,MAA → CCU,135,0,7295,2019,6,3,Monday,0,Rainy,13,20,Afternoon,15,35,Afternoon
Air India,Delhi,Cochin,DEL → JAI → BOM → COK,1470,2,13465,2019,6,6,Thursday,0,Rainy,18,45,Evening,19,15,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3543,2019,5,21,Tuesday,0,Summer,17,45,Evening,20,5,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,390,1,7198,2019,6,27,Thursday,0,Rainy,19,0,Evening,1,30,Late Night
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4148,2019,3,15,Friday,0,Summer,15,20,Afternoon,17,55,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,8016,2019,6,27,Thursday,0,Rainy,15,15,Afternoon,18,10,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3841,2019,6,15,Saturday,1,Rainy,14,55,Afternoon,17,25,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,740,1,14781,2019,1,5,Saturday,1,Winter,8,25,Morning,20,45,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1530,1,16079,2019,5,27,Monday,0,Summer,17,30,Evening,19,0,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,335,1,12898,2019,5,27,Monday,0,Summer,22,50,Night,4,25,Early Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,15353,2019,6,3,Monday,0,Rainy,7,30,Early Morning,19,15,Evening
IndiGo,Banglore,Delhi,BLR → DEL,175,0,7303,2019,3,24,Sunday,1,Summer,18,25,Evening,21,20,Night
SpiceJet,Kolkata,Banglore,CCU → MAA → BLR,340,1,6197,2019,3,24,Sunday,1,Summer,15,5,Afternoon,20,45,Night
Air India,Kolkata,Banglore,CCU → BBI → BLR,245,1,8996,2019,9,6,Friday,0,Rainy,9,10,Morning,13,15,Afternoon
IndiGo,Delhi,Cochin,DEL → HYD → COK,480,1,6528,2019,3,21,Thursday,0,Summer,14,20,Afternoon,22,20,Night
GoAir,Banglore,Delhi,BLR → DEL,165,0,4239,2019,9,4,Wednesday,0,Rainy,20,55,Night,23,40,Night
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,4148,2019,12,3,Tuesday,0,Winter,20,25,Night,23,5,Night
SpiceJet,Banglore,Delhi,BLR → DEL,175,0,3971,2019,5,24,Friday,0,Summer,21,10,Night,0,5,Late Night
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,955,1,5192,2019,6,5,Wednesday,0,Rainy,7,35,Early Morning,23,30,Night
Jet Airways,Delhi,Cochin,DEL → JDH → BOM → COK,440,2,18804,2019,3,6,Wednesday,0,Summer,11,40,Morning,19,0,Evening
Air India,Delhi,Cochin,DEL → COK,170,0,5201,2019,6,18,Tuesday,0,Rainy,5,10,Early Morning,8,0,Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,450,1,16079,2019,5,27,Monday,0,Summer,11,30,Morning,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,6,15,Saturday,1,Rainy,19,50,Evening,22,50,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,465,1,6795,2019,5,27,Monday,0,Summer,17,45,Evening,1,30,Late Night
Multiple carriers,Delhi,Cochin,DEL → IDR → BOM → COK,625,2,15965,2019,6,24,Monday,0,Rainy,15,5,Afternoon,1,30,Late Night
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4804,2019,6,6,Thursday,0,Rainy,22,15,Night,0,50,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,540,1,16079,2019,5,27,Monday,0,Summer,10,0,Morning,19,0,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,4,24,Wednesday,0,Summer,17,45,Evening,20,45,Night
Jet Airways,Banglore,Delhi,BLR → DEL,165,0,4544,2019,4,27,Saturday,1,Summer,6,0,Early Morning,8,45,Morning
IndiGo,Delhi,Cochin,DEL → BLR → COK,295,1,6496,2019,5,15,Wednesday,0,Summer,5,10,Early Morning,10,5,Morning
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,4804,2019,6,15,Saturday,1,Rainy,21,25,Night,0,5,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,610,1,6540,2019,3,27,Wednesday,0,Summer,18,15,Evening,4,25,Early Morning
IndiGo,Banglore,Delhi,BLR → HYD → DEL,260,1,4437,2019,3,18,Monday,0,Summer,16,15,Evening,20,35,Night
Air Asia,Delhi,Cochin,DEL → BLR → COK,660,1,6151,2019,3,21,Thursday,0,Summer,20,10,Night,7,10,Early Morning
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7754,2019,6,21,Friday,0,Rainy,17,45,Evening,20,45,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1355,1,10262,2019,6,24,Monday,0,Rainy,14,0,Afternoon,12,35,Afternoon
Jet Airways,Banglore,Delhi,BLR → DEL,185,0,8016,2019,9,6,Friday,0,Rainy,18,55,Evening,22,0,Night
SpiceJet,Kolkata,Banglore,CCU → BLR,160,0,4781,2019,3,24,Sunday,1,Summer,6,55,Early Morning,9,35,Morning
Vistara,Banglore,Delhi,BLR → DEL,170,0,4668,2019,6,27,Thursday,0,Rainy,11,30,Morning,14,20,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,710,1,14231,2019,3,24,Sunday,1,Summer,16,55,Evening,4,45,Early Morning
Air India,Delhi,Cochin,DEL → TRV → COK,1535,1,8425,2019,5,15,Wednesday,0,Summer,5,15,Early Morning,6,50,Early Morning
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,925,1,9646,2019,12,6,Friday,0,Winter,7,5,Early Morning,22,30,Night
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,7295,2019,3,3,Sunday,1,Summer,14,40,Afternoon,17,5,Evening
Air Asia,Kolkata,Banglore,CCU → BBI → BLR,220,1,5162,2019,9,4,Wednesday,0,Rainy,6,50,Early Morning,10,30,Morning
IndiGo,Banglore,Delhi,BLR → DEL,175,0,6860,2019,9,3,Tuesday,0,Rainy,18,25,Evening,21,20,Night
Vistara,Delhi,Cochin,DEL → COK,190,0,6216,2019,4,15,Monday,0,Summer,6,0,Early Morning,9,10,Morning
Air Asia,Kolkata,Banglore,CCU → DEL → BLR,710,1,5192,2019,5,24,Friday,0,Summer,7,35,Early Morning,19,25,Evening
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4823,2019,9,4,Wednesday,0,Rainy,20,0,Night,22,50,Night
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,3919,2019,3,4,Monday,0,Summer,9,30,Morning,12,20,Afternoon
IndiGo,Mumbai,Hyderabad,BOM → HYD,90,0,2754,2019,3,6,Wednesday,0,Summer,19,5,Evening,20,35,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,690,1,9315,2019,9,5,Thursday,0,Rainy,7,30,Early Morning,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,530,1,11667,2019,3,27,Wednesday,0,Summer,10,0,Morning,18,50,Evening
Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,1210,2,13349,2019,3,24,Sunday,1,Summer,9,25,Morning,5,35,Early Morning
IndiGo,Banglore,Delhi,BLR → DEL,180,0,4823,2019,9,4,Wednesday,0,Rainy,16,55,Evening,19,55,Evening
Vistara,Kolkata,Banglore,CCU → DEL → BLR,930,1,8452,2019,1,5,Saturday,1,Winter,7,10,Early Morning,22,40,Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,690,1,12524,2019,6,6,Thursday,0,Rainy,7,30,Early Morning,19,0,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,140,0,3384,2019,3,27,Wednesday,0,Summer,17,45,Evening,20,5,Night
SpiceJet,Mumbai,Hyderabad,BOM → HYD,90,0,1965,2019,6,18,Tuesday,0,Rainy,13,15,Afternoon,14,45,Afternoon
IndiGo,Kolkata,Banglore,CCU → BLR,155,0,4804,2019,5,18,Saturday,1,Summer,22,15,Night,0,50,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1485,1,16079,2019,5,27,Monday,0,Summer,18,15,Evening,19,0,Evening
Air Asia,Delhi,Cochin,DEL → BLR → COK,330,1,6751,2019,9,5,Thursday,0,Rainy,7,55,Early Morning,13,25,Afternoon
Air India,Delhi,Cochin,DEL → BOM → COK,735,1,8669,2019,5,15,Wednesday,0,Summer,7,0,Early Morning,19,15,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,485,1,14871,2019,3,3,Sunday,1,Summer,17,30,Evening,1,35,Late Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,300,1,12898,2019,5,21,Tuesday,0,Summer,14,0,Afternoon,19,0,Evening
SpiceJet,Banglore,Delhi,BLR → DEL,170,0,3919,2019,6,6,Thursday,0,Rainy,9,30,Morning,12,20,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,385,1,36983,2019,1,3,Thursday,0,Winter,12,50,Afternoon,19,15,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,3,6,Wednesday,0,Summer,19,35,Evening,21,55,Night
Air India,Banglore,Delhi,BLR → DEL,165,0,10741,2019,9,3,Tuesday,0,Rainy,17,0,Evening,19,45,Evening
Air India,Kolkata,Banglore,CCU → BOM → GOI → BLR,765,2,11432,2019,6,6,Thursday,0,Rainy,16,50,Evening,5,35,Early Morning
Air India,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,1585,3,10493,2019,6,15,Saturday,1,Rainy,5,15,Early Morning,7,40,Early Morning
GoAir,Banglore,Delhi,BLR → DEL,175,0,7631,2019,9,3,Tuesday,0,Rainy,7,45,Early Morning,10,40,Morning
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1490,2,13381,2019,6,6,Thursday,0,Rainy,6,50,Early Morning,7,40,Early Morning
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,520,1,13731,2019,6,6,Thursday,0,Rainy,20,0,Night,4,40,Early Morning
Air India,Delhi,Cochin,DEL → BHO → BOM → COK,1545,2,11911,2019,5,21,Tuesday,0,Summer,5,55,Early Morning,7,40,Early Morning
IndiGo,Banglore,Delhi,BLR → DEL,170,0,4591,2019,4,18,Thursday,0,Summer,23,30,Night,2,20,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,375,1,14848,2019,3,6,Wednesday,0,Summer,13,0,Afternoon,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,630,1,8266,2019,12,6,Friday,0,Winter,8,45,Morning,19,15,Evening
Air India,Delhi,Cochin,DEL → HYD → BOM → COK,1560,2,12392,2019,5,18,Saturday,1,Summer,17,15,Evening,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1280,1,12898,2019,5,21,Tuesday,0,Summer,7,5,Early Morning,4,25,Early Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,335,1,12242,2019,3,21,Thursday,0,Summer,22,50,Night,4,25,Early Morning
IndiGo,Banglore,Delhi,BLR → DEL,170,0,3943,2019,5,18,Saturday,1,Summer,10,10,Morning,13,0,Afternoon
Vistara,Kolkata,Banglore,CCU → DEL → BLR,1550,1,11105,2019,3,24,Sunday,1,Summer,20,20,Night,22,10,Night
Jet Airways,Delhi,Cochin,DEL → JAI → BOM → COK,1025,2,13014,2019,5,18,Saturday,1,Summer,19,30,Evening,12,35,Afternoon
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,510,1,15411,2019,6,3,Monday,0,Rainy,10,20,Morning,18,50,Evening
IndiGo,Delhi,Cochin,DEL → HYD → COK,560,1,6442,2019,5,15,Wednesday,0,Summer,6,50,Early Morning,16,10,Evening
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,475,1,10844,2019,5,18,Saturday,1,Summer,8,25,Morning,16,20,Evening
Jet Airways,Mumbai,Hyderabad,BOM → HYD,90,0,5678,2019,5,18,Saturday,1,Summer,10,20,Morning,11,50,Morning
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3543,2019,5,21,Tuesday,0,Summer,9,45,Morning,12,0,Afternoon
Jet Airways,Delhi,Cochin,DEL → BOM → COK,600,1,14714,2019,6,6,Thursday,0,Rainy,9,0,Morning,19,0,Evening
Vistara Premium economy,Banglore,Delhi,BLR → DEL,155,0,11793,2019,3,3,Sunday,1,Summer,16,0,Evening,18,35,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,465,1,14323,2019,5,15,Wednesday,0,Summer,11,30,Morning,19,15,Evening
Vistara,Banglore,Delhi,BLR → DEL,160,0,5403,2019,12,4,Wednesday,0,Winter,7,0,Early Morning,9,40,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,660,1,13727,2019,9,5,Thursday,0,Rainy,10,0,Morning,21,0,Night
Jet Airways,Banglore,Delhi,BLR → DEL,175,0,5198,2019,4,18,Thursday,0,Summer,15,15,Afternoon,18,10,Evening
Vistara,Banglore,Delhi,BLR → DEL,165,0,4878,2019,1,6,Sunday,1,Winter,19,30,Evening,22,15,Night
Jet Airways,Delhi,Cochin,DEL → BOM → COK,1395,1,12373,2019,5,18,Saturday,1,Summer,19,45,Evening,19,0,Evening
Multiple carriers,Delhi,Cochin,DEL → HYD → COK,540,1,8552,2019,3,3,Sunday,1,Summer,7,10,Early Morning,16,10,Evening
Vistara,Delhi,Cochin,DEL → COK,190,0,6741,2019,4,21,Sunday,1,Summer,14,40,Afternoon,17,50,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,385,1,6481,2019,9,4,Wednesday,0,Rainy,12,50,Afternoon,19,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,520,1,7354,2019,6,6,Thursday,0,Rainy,10,35,Morning,19,15,Evening
Air India,Banglore,Delhi,BLR → DEL,170,0,5228,2019,4,21,Sunday,1,Summer,21,5,Night,23,55,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,740,1,10844,2019,12,5,Thursday,0,Winter,8,25,Morning,20,45,Night
IndiGo,Delhi,Cochin,DEL → HYD → COK,320,1,6347,2019,5,18,Saturday,1,Summer,6,50,Early Morning,12,10,Afternoon
Air India,Banglore,Delhi,BLR → HYD → DEL,240,1,5013,2019,3,15,Friday,0,Summer,8,15,Morning,12,15,Afternoon
IndiGo,Banglore,Delhi,BLR → DEL,175,0,4823,2019,6,4,Tuesday,0,Rainy,18,25,Evening,21,20,Night
Air India,Delhi,Cochin,DEL → CCU → BOM → COK,1580,2,13381,2019,6,24,Monday,0,Rainy,16,55,Evening,19,15,Evening
SpiceJet,Chennai,Kolkata,MAA → CCU,135,0,3543,2019,1,6,Sunday,1,Winter,9,45,Morning,12,0,Afternoon
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,585,1,9663,2019,5,15,Wednesday,0,Summer,18,55,Evening,4,40,Early Morning
Jet Airways,Delhi,Cochin,DEL → BOM → COK,715,1,10262,2019,9,6,Friday,0,Rainy,7,5,Early Morning,19,0,Evening
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,500,2,13013,2019,1,6,Sunday,1,Winter,10,55,Morning,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → AMD → BOM → COK,1045,2,15339,2019,6,27,Thursday,0,Rainy,19,10,Evening,12,35,Afternoon
GoAir,Banglore,Delhi,BLR → DEL,170,0,4937,2019,4,18,Thursday,0,Summer,11,40,Morning,14,30,Afternoon
IndiGo,Delhi,Cochin,DEL → HYD → COK,425,1,6818,2019,6,6,Thursday,0,Rainy,5,5,Early Morning,12,10,Afternoon
Air India,Delhi,Cochin,DEL → GOI → BOM → COK,1275,2,10441,2019,5,18,Saturday,1,Summer,22,0,Night,19,15,Evening
Jet Airways,Delhi,Cochin,DEL → BOM → COK,300,1,5177,2019,3,4,Monday,0,Summer,14,0,Afternoon,19,0,Evening
IndiGo,Chennai,Kolkata,MAA → CCU,145,0,3858,2019,6,27,Thursday,0,Rainy,11,35,Morning,14,0,Afternoon
IndiGo,Kolkata,Banglore,CCU → PNQ → BLR,315,1,6534,2019,5,18,Saturday,1,Summer,21,0,Night,2,15,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,910,1,6795,2019,6,15,Saturday,1,Rainy,10,20,Morning,1,30,Late Night
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,705,1,9736,2019,3,6,Wednesday,0,Summer,7,30,Early Morning,19,15,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,1,5,Saturday,1,Winter,19,50,Evening,22,50,Night
SpiceJet,Delhi,Cochin,DEL → BLR → COK,295,1,4957,2019,4,24,Wednesday,0,Summer,17,55,Evening,22,50,Night
IndiGo,Banglore,Delhi,BLR → DEL,165,0,7648,2019,9,3,Tuesday,0,Rainy,6,0,Early Morning,8,45,Morning
SpiceJet,Kolkata,Banglore,CCU → BLR,150,0,3873,2019,6,15,Saturday,1,Rainy,14,55,Afternoon,17,25,Evening
IndiGo,Kolkata,Banglore,CCU → BLR,160,0,5618,2019,6,3,Monday,0,Rainy,17,15,Evening,19,55,Evening
Air Asia,Delhi,Cochin,DEL → BLR → COK,330,1,13774,2019,3,3,Sunday,1,Summer,16,45,Evening,22,15,Night
Vistara,Banglore,Delhi,BLR → DEL,160,0,4668,2019,3,5,Tuesday,0,Summer,7,0,Early Morning,9,40,Morning
Jet Airways,Delhi,Cochin,DEL → UDR → BOM → COK,2045,2,13082,2019,3,21,Thursday,0,Summer,18,20,Evening,4,25,Early Morning
Air India,Delhi,Cochin,DEL → BOM → COK,925,1,8669,2019,3,6,Wednesday,0,Summer,3,50,Late Night,19,15,Evening
IndiGo,Delhi,Cochin,DEL → BOM → COK,570,1,6316,2019,6,24,Monday,0,Rainy,16,0,Evening,1,30,Late Night
Vistara,Banglore,Delhi,BLR → DEL,160,0,7923,2019,9,3,Tuesday,0,Rainy,16,10,Evening,18,50,Evening
GoAir,Delhi,Cochin,DEL → BOM → COK,350,1,7378,2019,3,3,Sunday,1,Summer,7,0,Early Morning,12,50,Afternoon
Vistara,Banglore,Delhi,BLR → DEL,165,0,4878,2019,3,6,Wednesday,0,Summer,19,30,Evening,22,15,Night
Jet Airways,Kolkata,Banglore,CCU → BOM → BLR,1640,1,10844,2019,5,18,Saturday,1,Summer,16,30,Evening,19,50,Evening
Jet Airways,Banglore,Delhi,BLR → DEL,180,0,7229,2019,3,4,Monday,0,Summer,8,20,Morning,11,20,Morning
SpiceJet,Delhi,Cochin,DEL → MAA → COK,315,1,6297,2019,5,21,Tuesday,0,Summer,6,5,Early Morning,11,20,Morning
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,420,1,13727,2019,5,18,Saturday,1,Summer,14,0,Afternoon,21,0,Night
SpiceJet,Kolkata,Banglore,CCU → PNQ → BLR,520,1,6643,2019,5,24,Friday,0,Summer,8,35,Morning,17,15,Evening
Multiple carriers,Delhi,Cochin,DEL → BOM → COK,540,1,10197,2019,9,5,Thursday,0,Rainy,10,0,Morning,19,0,Evening
SpiceJet,Kolkata,Banglore,CCU → BLR,140,0,4911,2019,4,21,Sunday,1,Summer,22,20,Night,0,40,Late Night
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,6482,2019,6,3,Monday,0,Rainy,5,15,Early Morning,7,35,Early Morning
Jet Airways,Banglore,Delhi,BLR → BOM → DEL,380,1,26890,2019,1,3,Thursday,0,Winter,8,55,Morning,15,15,Afternoon
IndiGo,Kolkata,Banglore,CCU → HYD → BLR,265,1,3717,2019,5,18,Saturday,1,Summer,19,20,Evening,23,45,Night
IndiGo,Chennai,Kolkata,MAA → CCU,140,0,3597,2019,1,6,Sunday,1,Winter,13,15,Afternoon,15,35,Afternoon
Air India,Banglore,Delhi,BLR → CCU → GAU → DEL,665,2,10846,2019,3,18,Monday,0,Summer,11,5,Morning,22,10,Night
Air India,Banglore,Delhi,BLR → CCU → DEL,1015,1,14069,2019,1,3,Thursday,0,Winter,5,50,Early Morning,22,45,Night
